iter	MultiClass
375	0.1655839419
376	0.1653919898
377	0.1652711208
378	0.1651674651
379	0.1649425723
380	0.1648292818
381	0.164706249
382	0.1646205426
383	0.1644244829
384	0.1642541606
385	0.1641220538
386	0.1639594117
387	0.1638472316
388	0.1637387931
389	0.1635889216
390	0.1634669858
391	0.1632486738
392	0.1631789062
393	0.1630506687
394	0.1629294067
395	0.1627156728
396	0.1624748348
397	0.1623911529
398	0.1622693308
399	0.1621630161
400	0.1619572783
401	0.1618573833
402	0.1617601791
403	0.161661773
404	0.1615432079
405	0.1613388482
406	0.1612412933
407	0.161145604
408	0.1610579586
409	0.1610171364
410	0.160832976
411	0.1607587995
412	0.160608259
413	0.1605239287
414	0.1604588508
415	0.1603788633
416	0.1602895402
417	0.1601624842
418	0.1599516922
419	0.1598718379
420	0.1596889579
421	0.1595889355
422	0.1593957014
423	0.1593211218
424	0.1592241334
425	0.1591466265
426	0.1590523228
427	0.1589415536
428	0.158836362
429	0.1587551456
430	0.1586593191
431	0.1585927625
432	0.1584128372
433	0.1583102735
434	0.1581922272
435	0.1581095233
436	0.158035071
437	0.1579557039
438	0.1578478472
439	0.1577255968
440	0.1576331666
441	0.1575426752
442	0.1574762018
443	0.1573916142
444	0.1573083517
445	0.1571238244
446	0.1570284909
447	0.156954677
448	0.1567421032
449	0.1567039685
450	0.1566520363
451	0.156527736
452	0.1564095963
453	0.1562639601
454	0.1561855183
455	0.1561048427
456	0.1560170457
457	0.1559498263
458	0.1558880165
459	0.1558200164
460	0.1557827819
461	0.1556799288
462	0.1555772169
463	0.1555030329
464	0.1554170112
465	0.1553390113
466	0.1552902834
467	0.155185502
468	0.1550852982
469	0.15500087
470	0.1548758045
471	0.1547717186
472	0.1546624317
473	0.1545625452
474	0.1544849875
475	0.1544294055
476	0.1543078201
477	0.1542604812
478	0.1541894338
479	0.1540994247
480	0.1540383959
481	0.1539714455
482	0.1539063754
483	0.1538477623
484	0.1538036815
485	0.1537545226
486	0.1536575709
487	0.1535705379
488	0.1534361896
489	0.1533062747
490	0.1532284525
491	0.1531727952
492	0.1530390806
493	0.1529484652
494	0.1528441866
495	0.1528049707
496	0.1527007796
497	0.1526537619
498	0.152465973
499	0.1524187559
500	0.1523606053
501	0.1522969188
502	0.1522391886
503	0.1521935384
504	0.1521086558
505	0.1520666079
506	0.1518902684
507	0.1518326019
508	0.1517766687
509	0.1516018523
510	0.1514958719
511	0.1514351992
512	0.1513732048
513	0.151301309
514	0.151253677
515	0.1512081121
516	0.1511209574
517	0.1510468149
518	0.1508897425
519	0.1508180095
520	0.150756363
521	0.1506513241
522	0.1505832246
523	0.1505399553
524	0.1504804221
525	0.150418251
526	0.1503411367
527	0.1502866518
528	0.1501217692
529	0.150101453
530	0.150040104
531	0.1499840773
532	0.1498975789
533	0.149831515
534	0.1497766351
535	0.1496994813
536	0.1496723677
537	0.1495160259
538	0.1494684137
539	0.149413226
540	0.1493289523
541	0.1492810406
542	0.1491988829
543	0.1491556425
544	0.1491168775
545	0.1490796979
546	0.1489631898
547	0.1488993283
548	0.1488697356
549	0.1488241894
550	0.1487729748
551	0.1486417239
552	0.1486100253
553	0.1485701621
554	0.1485057617
555	0.1484783542
556	0.1484254124
557	0.1483851959
558	0.148314196
559	0.148259467
560	0.1482097438
561	0.1481563526
562	0.1480483242
563	0.1480096453
564	0.1479705479
565	0.1479314457
566	0.1477862801
567	0.1477338395
568	0.1476682424
569	0.1476073716
570	0.1475880269
571	0.1475468543
572	0.1475018394
573	0.1474397373
574	0.1473702074
575	0.1473368754
576	0.147298217
577	0.1472570408
578	0.1471649427
579	0.1471185496
580	0.147093664
581	0.1470448333
582	0.1469818725
583	0.1469307149
584	0.1468823924
585	0.1468431625
586	0.1467844688
587	0.1466812007
588	0.1466082978
589	0.1465750156
590	0.1465215369
591	0.146498314
592	0.1464682085
593	0.146415221
594	0.1463720157
595	0.1463369108
596	0.146305396
597	0.1462577705
598	0.1462093053
599	0.1460633001
600	0.1460125056
601	0.1459820785
602	0.1459388274
603	0.1459131399
604	0.1458658516
605	0.1457829952
606	0.1457328927
607	0.1456989457
608	0.1456745428
609	0.1456254182
610	0.1455886651
611	0.145485299
612	0.1454576362
613	0.1454315903
614	0.1453803155
615	0.1453339067
616	0.1451851419
617	0.145131322
618	0.145084762
619	0.1450651632
620	0.1449571902
621	0.1449129549
622	0.1448514695
623	0.1448170082
624	0.1446885096
625	0.1446710833
626	0.144627295
627	0.1445878745
628	0.1445334191
629	0.1444809572
630	0.1444185444
631	0.1442902157
632	0.1442490381
633	0.1442056789
634	0.1441822601
635	0.1441594258
636	0.1440310532
637	0.1439915543
638	0.1438608039
639	0.1437996008
640	0.1436535883
641	0.1435920799
642	0.1435321738
643	0.1434958503
644	0.143445192
645	0.1434213001
646	0.1433850007
647	0.1433604345
648	0.1433396665
649	0.1432977071
650	0.1432680625
651	0.1432563402
652	0.1432223089
653	0.1431788975
654	0.1431580784
655	0.1430737657
656	0.1430549552
657	0.1430329067
658	0.1429275698
659	0.1429088774
660	0.1428629513
661	0.1428486058
662	0.1428112125
663	0.1427106476
664	0.142675129
665	0.1426423039
666	0.1426080213
667	0.1425405339
668	0.1425058994
669	0.1424248403
670	0.1424019472
671	0.1422724776
672	0.1421652976
673	0.1421227049
674	0.1420982103
675	0.1419825771
676	0.1419572781
677	0.1419081887
678	0.1418758465
679	0.1418377182
680	0.1418011827
681	0.141762197
682	0.1417441586
683	0.1417218295
684	0.1416849891
685	0.1416663811
686	0.1416348825
687	0.1415450351
688	0.1414916821
689	0.1414725388
690	0.1414358889
691	0.1414044645
692	0.1413805633
693	0.1413415075
694	0.1413080511
695	0.141263688
696	0.1411982502
697	0.1411599146
698	0.1411324318
699	0.1411062562
700	0.1410852764
701	0.141061768
702	0.1410280134
703	0.1409917503
704	0.1409753197
705	0.1409449706
706	0.1409104312
707	0.1408651864
708	0.1408022898
709	0.1407614554
710	0.140677156
711	0.1406459352
712	0.1406040364
713	0.1405817661
714	0.1405343953
715	0.1405138822
716	0.1404873008
717	0.1404062254
718	0.1403870059
719	0.1403542432
720	0.140324161
721	0.1402893738
722	0.1402702575
723	0.1402198061
724	0.1401818838
725	0.1401486403
726	0.1401191286
727	0.140078865
728	0.1400443902
729	0.140015584
730	0.1399848235
731	0.1399604162
732	0.1398649924
733	0.1398374173
734	0.1398175645
735	0.1398037322
736	0.1397859229
737	0.1397575237
738	0.1397376732
739	0.1397094013
740	0.1396851268
741	0.1396605479
742	0.1396310242
743	0.1395970051
744	0.1395769092
745	0.1395441961
746	0.1395197359
747	0.1395000161
748	0.1394779761
749	0.1394377764
750	0.1394170923
751	0.1393944271
752	0.1393631545
753	0.139338596
754	0.139289379
755	0.139262678
756	0.1392227071
757	0.1391977909
758	0.1391817398
759	0.1391519683
760	0.1390690317
761	0.1390337551
762	0.1390091519
763	0.1389136456
764	0.1389037671
765	0.138879778
766	0.1388103259
767	0.13877572
768	0.1387628642
769	0.1387209606
770	0.1386868442
771	0.1386618397
772	0.1386401541
773	0.138601051
774	0.1385679301
775	0.1385009082
776	0.1384906468
777	0.1384683622
778	0.1383682541
779	0.1383462885
780	0.1383252818
781	0.1382974953
782	0.1382687899
783	0.1381963089
784	0.1381722313
785	0.1381542191
786	0.1381381341
787	0.1380952909
788	0.1380036327
789	0.137980335
790	0.137896357
791	0.1378866438
792	0.1378617712
793	0.1378447124
794	0.1378288433
795	0.1378094467
796	0.1377821947
797	0.1377726692
798	0.1377408742
799	0.1377189204
800	0.1377069357
801	0.1376875969
802	0.1376511604
803	0.1376329959
804	0.137534887
805	0.1375021388
806	0.1374784526
807	0.1374648029
808	0.1374430757
809	0.1373976212
810	0.1373658622
811	0.1373390953
812	0.1373117617
813	0.1372313356
814	0.1372116706
815	0.1371892565
816	0.1371590306
817	0.1371264681
818	0.1371072987
819	0.1370394725
820	0.1370188459
821	0.136994394
822	0.1369741383
823	0.1369495484
824	0.1369305051
825	0.1369108812
826	0.1368907816
827	0.1368632142
828	0.1368462319
829	0.1368273833
830	0.136787119
831	0.1367640612
832	0.1367001468
833	0.1366690297
834	0.1366375269
835	0.1366092576
836	0.1365784402
837	0.1365559148
838	0.1365300163
839	0.1365048087
840	0.1364663961
841	0.1364420126
842	0.1364219915
843	0.1363960635
844	0.1363760589
845	0.1363502471
846	0.1362998744
847	0.1362136145
848	0.136184451
849	0.1361680706
850	0.1361386892
851	0.13607405
852	0.1360397724
853	0.1360244368
854	0.1360004023
855	0.1359397684
856	0.1359094791
857	0.1358908936
858	0.1358765685
859	0.1358471347
860	0.1358272936
861	0.1358067605
862	0.1357887953
863	0.1357706979
864	0.13575283
865	0.1357325733
866	0.13570788
867	0.1356892895
868	0.135670048
869	0.1356502371
870	0.1356288637
871	0.1356125036
872	0.1355891388
873	0.1355067716
874	0.1354613837
875	0.1354397546
876	0.1353538143
877	0.135339827
878	0.135316422
879	0.1352471581
880	0.1352259601
881	0.1352056661
882	0.1351874672
883	0.1351781045
884	0.1351615029
885	0.1351370874
886	0.1351183327
887	0.1351044783
888	0.1350884221
889	0.1350649016
890	0.135046929
891	0.1350307494
892	0.1350092946
893	0.1349926609
894	0.1349827267
895	0.1349623875
896	0.1348802249
897	0.1348519125
898	0.134805126
899	0.1347836391
900	0.1347710731
901	0.1347546441
902	0.1347340527
903	0.1347172192
904	0.1346961232
905	0.1346838119
906	0.1346612718
907	0.1346308902
908	0.134614037
909	0.1345992087
910	0.1345805669
911	0.1345561143
912	0.1345373891
913	0.1345191835
914	0.1345065257
915	0.1344974456
916	0.1344754311
917	0.1344609189
918	0.134442247
919	0.1344266811
920	0.1344023443
921	0.1343424338
922	0.134328196
923	0.1343088629
924	0.1342487806
925	0.1342226742
926	0.1341896482
927	0.1341714997
928	0.1341402706
929	0.134116384
930	0.1341032493
931	0.1340881333
932	0.1340768055
933	0.1340522873
934	0.1340350698
935	0.1340255715
936	0.1339874569
937	0.1339116461
938	0.1338841797
939	0.1338693555
940	0.1338505666
941	0.1338185659
942	0.1338111572
943	0.1337939651
944	0.1337831525
945	0.1337686837
946	0.1337567263
947	0.133744519
948	0.1337298169
949	0.1337138862
950	0.1336997753
951	0.1336902596
952	0.1336689053
953	0.1336521738
954	0.1335887206
955	0.1335608854
956	0.1335398607
957	0.1335260632
958	0.1334838962
959	0.1334686064
960	0.1334554802
961	0.1334392067
962	0.1334299378
963	0.1334162082
964	0.1333762303
965	0.1333298742
966	0.1333220305
967	0.1332981238
968	0.1332889372
969	0.1332754065
970	0.1332631961
971	0.1332478077
972	0.1332025208
973	0.1331917045
974	0.1331392757
975	0.1331213298
976	0.1330977917
977	0.1330839299
978	0.1330289761
979	0.1330057631
980	0.1329863883
981	0.1329721984
982	0.1329581183
983	0.1329451032
984	0.1329253072
985	0.1328957972
986	0.1328797647
987	0.1328665725
988	0.1328049149
989	0.1327867093
990	0.1327769375
991	0.1327633881
992	0.1327477732
993	0.1327383015
994	0.1327247938
995	0.1327139828
996	0.132691577
997	0.1326396366
998	0.1326313299
999	0.1326214727
009946
