iter	Passed	Remaining
433	1072	1398
434	1073	1394
435	1079	1396
436	1081	1393
437	1082	1389
438	1083	1384
439	1084	1380
440	1085	1375
441	1086	1371
442	1090	1371
443	1094	1370
444	1094	1365
445	1095	1361
446	1096	1356
447	1099	1354
448	1102	1353
449	1104	1349
450	1107	1347
451	1110	1346
452	1111	1342
453	1113	1339
454	1114	1335
455	1117	1333
456	1118	1328
457	1119	1324
458	1122	1322
459	1122	1318
460	1126	1317
461	1127	1313
462	1128	1308
463	1132	1308
464	1136	1308
465	1143	1310
466	1149	1312
467	1150	1307
468	1151	1303
469	1157	1305
470	1158	1301
471	1162	1300
472	1163	1296
473	1170	1298
474	1174	1298
475	1177	1295
476	1178	1292
477	1182	1291
478	1183	1287
479	1187	1286
480	1188	1281
481	1191	1279
482	1194	1278
483	1195	1274
484	1196	1269
485	1196	1265
486	1203	1267
487	1207	1266
488	1208	1262
489	1209	1258
490	1210	1254
491	1210	1250
492	1213	1248
493	1214	1244
494	1218	1242
495	1218	1238
496	1219	1234
497	1220	1230
498	1223	1228
499	1224	1224
500	1225	1220
501	1226	1216
502	1227	1213
503	1228	1209
504	1230	1206
505	1234	1205
506	1235	1201
507	12508	1236508	12509	1237509	12510	1238510	12511	1241511	12512	1246	1183
513	1251	1183
514	1255	1182
515	1259	1181
516	1260	1177
517	1261	1173
518	1263	1170
519	1269	1171
520	1270	1167
521	1273	1166
522	1274	1162
523	1275	1158
524	1278	1156
525	1279	1152
526	1280	1149
527	1285527	1286	1149
528	12529	1287529	12530	1288530	12531	1292	1136
532	1293532	1298	1137
533	1299	1133
534	13535	1301535	13536	1305	1125
537	1309	1124
538	1310	1120
539	1313539	13540	1315	1116
541	1318541	13542	1319542	1324	1114
543	13544	1327	1108
545	1328	1104
546	1331	1102
547	1335	1101
548	1337	1099
549	1339	1095
550	1342	1094
551	1345	1092
552	1349	1090
553	1352	1088
554	1353	1085
555	1354	1081
556	1354	1077
557	1355	1073
558	1360	1073
559	1362	1070
560	1363	1066
561	1363	1063
562	1366	1060
563	1372	1060
564	1372	1057
565	1373	1053
566	1377	1051
567	1378	1048
568	1383	1048
569	1384	1044
570	1387	1042
571	1390	1040
572	1392	1037
573	1394	1034
574577	1396	1019
578	1397	1016
579	1403	1016
579	1411	1021
580	1417	1022
581	1421	1020
582	1425	1019
583	1426	1015
584	1428	1013
585	1435	1013
587	1435	1005
588	1447	1010
589	1448	1006
590	1452	1005
591	1461	1007
592	1466	1006
593	1468	1004
594	1470	1000
595	1472	998
596	1479	998
597	1480	995
598	1488	996
599	1491	994
600	1492	990
601	1495	988
602	1499	987
603	1503	985
604	1504	982
605	1508	980
606	1511	978
607	1512	975
608	1515	972
609	1523	974
610	1526	971
611	1536	974
612	1539	972
613	1545	971
614	1545	967
615	1546	964
616	1550	962
617	1555	961
618	1556	958
619	1567	960
620	1570	958
621	1571	954
622	1580	956
623	1580	952
624	1582	949
625	1585	947
626	1592	947
627	1592	943
628	1596	941
629	1597	937
630	1601	936
631	1603	933
632	1606	931
633	1607	927
634	1607	924
635	1611	922
636	1615	920
637	1619	919
638	1624	917
639	1634	919
640	1637	916
641	1637	913
642	1641	911
643	1648	911
644	1650	908
645	1655	907
646	1663	907
647	1669	906
648	1673	904
649	1674	901
650	1674	897
651	1679	896
652	1680	893
653	1681	889
654	1686	888
655	1687	885
656	1692	883
657	1695	881
658	1696	878
659	1701	876
660	1702	873
661	1703	869
662	1704	866
663	1711	866
664	1717	865
665	1720	863
666	1723	860
667	1724	856
668	1729	855
669	1732	853
670	1733	849
671	1735	847
672	1738	844
673	1739	841
674	1743	839
675	1745	836
676	1746	833
677	1747	829
678	1750	827
679	1751	824
680	1752	820
681	1755	818
682	1756	815
683	1764	815
684	1769	813
685	1773	811
686	1774	808
687	1776	805
688	1780	803
689	1783	801
690	1788	799
691	1791	797
692	1792	794
693	1793	790
694	1795	787
695	1796	784
696	1797	781
697	1799	778
698	1800	775
699	1801	772
700	1803	769
701	1804	765
702	1805	762
703	1806	759
704	1807	756
705	1808	753
706	1809	750
707	1810	746
708	1812	743
709	1813	740
710	1814	737
711	1815	734
712	1816	731
713	1817	728
714	1819	725
715	1820	722
716	1821	719
717	1822	715
718	1824	712
719	1825	710
720	1827	707
721	1828	704
722	1829	701
723	1831	698
724	1832	694
725	1833	691
726	1834	688
727	1835	685
728	1836	682
729	1837	679
730	1839	676
731	1840	673
732	1842	671
733	1843	668
734	1844	665
735	1846	662
736	1848	659
737	1849	656
738	1850	653
739	1852	650
740	1852	647
741	1854	644
742	1855	641
743	1856	638
744	1857	635
745	1859	632
746	1860	630
747	1861	627
748	1862	624
749	1864	621
750	1867	619
751	1868	616
752	1870	613
753	1871	610
754	1872	607
755	1873	604
756	1875	601
757	1877	599
758	1878	596
759	1879	593
760	1881	590
761	1882	588
762	1886	585
763	1886	582
764	1888	580
765	1889	577
766	1891	574
767	1892	571
768	1894	569
769	1896	566
770	1898	563
771	1899	560
772	1901	558
773	1902	555
774	1904	552
775	1905	549
776	1907	547
777	1908	544
778	1909	541
779	1909	538
780	1911	535
781	1912	533
782	1913	530
783	1918	528
784	1919	525
785	1920	522
786	1922	520
787	1926	518
788	1930	516
789	1931	513
790	1937	511
791	1942	510
792	1948	508
793	1950	506
794	1951	503
795	1952	500
796	1954	497
797	1955	495
798	1958	492
799	1959	489
800	1960	487
801	1962	484
802	1968	483
803	1970	480
804	1972	477
805	1973	475
806	1976	472
807	1978	470
808	1981	467
809	1986	465
810	1988	463
811	1988	460
812	1989	457
813	1992	455
814	1994	452
815	1995	449
816	2002	448
817	2006	446
818	2008	443
819	2009	441
820	2011	438
821	2013	436
822	2017	433
823	2018	431
824	2020	428
825	2021	425
826	2023	423
827	2024	420
828	2026	418
829	2028	415
830	2029	412
831	2031	410
832	2033	407
833	2035	405
834	2037	402
835	2038	399
836	2039	397
837	2042	394
838	2045	392
839	2046	389
840	2050	387
841	2053	385
842	2058	383
843	2059	380
844	2060	377
845	2061	375
846	2062	372
847	2064	370
848	2065	367
849	2067	364
850	2068	362
851	2071	359
852	2078	358
853	2080	355
854	2081	353
855	2082	350
856	2083	347
857	2084	345
858	2089	342
859	2107	343
860	2108	340
861	2113	338
862	2114	335
863	2115	332
864	2130	332
865	2153	333
866	2154	330
867	2156	327
868	2162	325
869	2163	323
870	2164	320
871	2165	317
872	2166	315
873	2166	312
874	2167	309
875	2168	306
876	2169	304
877	2170	301
878	2173	299
879	2174	296
880	2175	293
881	2176	291
882	2177	288
883	2177	285
884	2178	283
885	2179	280
886	2179	277
887	2180	275
888	2181	272
889	2182	269
890	2183	267
891	2184	264
892	2185	261
893	2185	259
894	2186	256
895	2187	253
896	2188	251
897	2189	248
898	2189	246
899	2190	243
900	2191	240
901	2192	238
902	2193	235
903	2194	233
904	2195	230
905	2195	227
906	2196	225
907	2197	222
908	2198	220
909	2198	217
910	2199	214
911	2200	212
912	2200	209
913	2201	207
914	2202	204
915	2203	202
916	2203	199
917	2204	196
918	2205	194
919	2206	191
920	2206	189
921	2207	186
922	2208	184
923	2209	181
924	2209	179
925	2210	176
926	2211	174
927	2211	171
928	2212	169
929	2213	166
930	2214	164
931	2214	161
932	2215	159
933	2216	156
934	2216	154
935	2217	151
936	2218	149
937	2219	146
938	2220	144
939	2220	141
940	2221	139
941	2222	136
942	2222	134
943	2223	131
944	2224	129
945	2225	127
946	2225	124
947	2226	122
948	2227	119
949	2228	117
950	2228	114
951	2229	112
952	2230	109
953	2230	107
954	2231	105
955	2232	102
956	2233	100
957	2233	97
958	2234	95
959	2235	93
960	2236	90
961	2237	88
962	2237	85
963	2238	83
964	2239	81
965	2239	78
966	2240	76
967	2240	74
968	2241	71
969	2242	69
970	2243	66
971	2243	64
972	2244	62
973	2244	59
974	2245	57
975	2246	55
976	2247	52
977	2247	50
978	2248	48
979	2248	45
980	2249	43
981	2250	41
982	2250	38
983	2251	36
984	2252	34
985	2252	31
986	2253	29
987	2254	27
988	2254	25
989	2255	22
990	2255	20
991	2256	18
992	2257	15
993	2257	13
994	2258	11
995	2259	9
996	2259	6
997	2260	4
998	2261	2
999	2261	0
9	2164	0
998	2055	2
999	2056	0
