iter	MultiClass
278	0.24310165
279	0.2428921604
280	0.242601521
281	0.2422903918
282	0.2421672307
283	0.2418820252
284	0.2417211569
285	0.2415650344
286	0.2412483986
287	0.2411579293
288	0.2410602356
289	0.2409361586
290	0.2407248347
291	0.2404420898
292	0.2402119821
293	0.2399584867
294	0.2398313219
295	0.2396985395
296	0.2395361981
297	0.2392819665
298	0.2390197036
299	0.238661138
300	0.2385268852
301	0.2382544991
302	0.2381132601
303	0.2379374913
304	0.2377090751
305	0.2374660899
306	0.2371805013
307	0.23706001
308	0.2369052991
309	0.236817008
310	0.2366016361
311	0.2364417146
312	0.2362352545
313	0.2360503357
314	0.2357632348
315	0.2353966201
316	0.2350667501
317	0.2348129432
318	0.2345180054
319	0.234335679
320	0.2341609006
321	0.2339040421
322	0.2336961475
323	0.2335777928
324	0.2334223201
325	0.2332631559
326	0.2331470513
327	0.2329474153
328	0.232599007
329	0.2324039968
330	0.2321544519
331	0.2318035748
332	0.2314549809
333	0.2313359159
334	0.2312716374
335	0.2310431962
336	0.2308699477
337	0.2306439653
338	0.2304940217
339	0.2303387979
340	0.2301199537
341	0.2299649605
342	0.2297302417
343	0.2293900532
344	0.2292434303
345	0.2210737179
346	0.2209734341
347	0.2208815409
348	0.2207591647
349	0.2205799832
350	0.2282661033
351	0.2281453838
352	0.227925074
353	0.2277476982
354	0.2276077789
355	0.2275062909
356	0.2273886039
357	0.2271658201
358	0.2269833096
359	0.2267548288
360	0.2266268352
361	0.22644107
362	0.226292809
363	0.2260326375
364	0.2259121055
365	0.2257670844
366	0.2256520401
367	0.225500229
368	0.2253596232
369	0.2251281585
370	0.2248547865
371	0.2246559394
372	0.2245450278
373	0.2242453493
374	0.2241837932
375	0.2240168908
376	0.2239195793
377	0.2238124189
378	0.2236519694
379	0.2235369362
380	0.223431693
381	0.223210272
382	0.2229722682
383	0.22272046
384	0.2226435909
385	0.2224774862
386	0.2222366665
387	0.2221213773
388	0.2219445591
389	0.2216450073
390	0.2215594114
391	0.221483407
392	0.2213962507
393	0.2212786422
394	0.2212202599
395	0.2210601935
396	0.2209445809
397	0.2208223612
398	0.2207181698
399	0.2205240905
400	0.2203778064
401	0.2202450287
402	0.2200287097
403	0.2199390834
404	0.2197235865
405	0.2195989946
406	0.2194976316
407	0.2194064184
408	0.2192465967
409	0.2191156223
410	0.2189230255
411	0.2187955286
412	0.2186655034
413	0.2185933177
414	0.2183836335
415	0.2182743716
416	0.2181518503
417	0.2179650267
418	0.2178211344
419	0.2176572749
420	0.2174945837
421	0.2174187359
422	0.2172804608
423	0.2172191879
424	0.2171446931
425	0.2169893924
426	0.2168585811
427	0.2166856977
428	0.2165885452
429	0.2164128648
430	0.2163298891
431	0.216195297
432	0.2161494737
433	0.2160017821
434	0.2158660832
435	0.215624041
436	0.2154477322
437	0.2152482889
438	0.2151280409
439	0.2150657644
440	0.2148917222
441	0.2147713194
442	0.2146672402
443	0.2145642791
444	0.2144441802
445	0.2143156101
446	0.2142410588
447	0.2141715017
448	0.2140884263
449	0.213899059
450	0.2137915555
451	0.2137157908
452	0.2135230609
453	0.2133703005
454	0.2131853334
455	0.2129948703
456	0.2129181156
457	0.2128591978
458	0.2126962089
459	0.212608402
460	0.2125582659
461	0.2124760679
462	0.2123572304
463	0.2121926891
464	0.2121284063
465	0.2120065811
466	0.211943247
467	0.2118298188
468	0.2117439466
469	0.2116449058
470	0.2115491566
471	0.2114700556
472	0.2113861419
473	0.2112918724
474	0.2110611573
475	0.2109970665
476	0.210949483
477	0.210897349
478	0.2107808279
479	0.2106289122
480	0.21050096
481	0.2104110576
482	0.2103609731
483	0.2102558904
484	0.21017474
485	0.2101104966
486	0.2099904633
487	0.2098268679
488	0.2097616783
489	0.2096726945
490	0.2095110683
491	0.2094560402
492	0.2093534425
493	0.2092730642
494	0.2091705564
495	0.2090752861
496	0.2090124314
497	0.2089414045
498	0.2088696121
499	0.2088087944
500	0.2087541459
501	0.2086648943
502	0.2085913872
503	0.2083979375
504	0.2083262054
505	0.2082212939
506	0.2081164504
507	0.2080349633
508	0.2079499433
509	0.2078354658
510	0.2077315441
511	0.2076842682
512512	0.2023643329
513	0.2021916371
514	0.2021200269
515	0.202056792
516	0.2019877481
517	0.2019097923
518	0.2018512958
519	0.2017994489
520	0.2016254156
521	0.2015547994
522	0.2014931512
523	0.2013898723
524	0.2013305463
525	0.2012565386
526	0.20113871527	0.2062536432
528	0.2061635467
529	0.2061083801
530	0.206033007
531531	0.20066590532	0.2058525692
533	0.2057517041
534	0.2056706999
535	0.2056072694
536536	0.2003654537
537	0.2003038879
538	0.20026104539	0.2051123246
540540	0.20004731541	0.2049694225
542	0.2048532734
543	0.2047931232
544544	0.19975990545545	0.19970294546546	0.1996504687
547	0.1995715789
548	0.1995295015
549	0.1994051269
550	0.1993420095
551	0.1992205753
552	0.1991633518
553	0.19909316
554	0.1990221715
555	0.1989904206
556	0.1989418592
557	0.198883067
558	0.1988390976
559	0.1987962399
560	0.1987345655
561	0.1986613535
562	0.1985348685
563	0.1984522338
564	0.1983983852
565	0.1982668267
566	0.198196679
567	0.1981674447
568	0.1980897631
569	0.1979434744
570	0.1978826083
571	0.1977548011
572	0.1977106987
573	0.1976357041
574	0.1975890489
575	0.197541576	0576	0.197479577	0577	0.1974108888
578	0.1972904526
579	0.197247579	0.2138897253
580	0.2138093635
581	0.2137481652
582	0.2136842133
583	0.2136190526
584	0.2135480286
585	0.2134552814
586	0.21339536587	0.1915086713
588	0.1914647152
589	0.1914107616
590	0.1913484933
591	0.1913183063
592	0.1912777046
593	0.1912462589
594	0.1911504329
595	0.1911026551
596	0.1910438867
597	0.1909663248
598	0.1909214955
599	0.1908479028
600	0.1907398486
601	0.1906733035
602	0.1905907623
603	0.1905133943
604	0.1904717708
605	0.1904157439
606	0.1903616962
607	0.1903041401
608	0.1902661217
609	0.1902024576
610	0.1901417832
611	0.1900769754
612	0.1900251273
613	0.1899729711
614	0.1898726922
615	0.1898052942
616	0.1897445519
617	0.1896646426
618	0.1896255626
619	0.1895596119
620	0.1895105833
621	0.1894692433
622	0.1894325899
623	0.1893544058
624	0.1892845492
625	0.189188679
626	0.189143677
627	0.1890910681
628	0.1890354659
629	0.1889590196
630	0.1889188958
631	0.1888503533
632	0.1888080159
633	0.1887275552
634	0.1886762926
635	0.1886140142
636	0.1885452528
637	0.1884249201
638	0.188381423
639	0.188295262
640	0.1882342989
641	0.1881590367
642	0.1880970679
643	0.1880690879
644	0.1880144211
645	0.187955637
646	0.1878821311
647	0.1878427042
648	0.1877855539
649	0.1877436474
650	0.1877063556
651	0.1876511944
652	0.187600542
653	0.1875521518
654	0.1875080706
655	0.1874341142
656	0.1873853496
657	0.1873484692
658	0.1873174633
659	0.1872735722
660	0.1872300863
661	0.1871627495
662	0.1871282964
663	0.1870736643
664	0.1870260597
665	0.1869490103
666	0.186904104
667	0.1868591798
668	0.186829471
669	0.1867656962
670	0.1867269736
671	0.1866882448
672	0.1866495315
673	0.1866143843
674	0.1865829258
675	0.1865261847
676	0.1864907829
677	0.1864472569
678	0.1864165492
679	0.1863752149
680	0.1862960794
681	0.1862466482
682	0.1862154017
683	0.1861623354
684	0.1861110666
685	0.1860792051
686	0.1860417476
687	0.185994379
688	0.1859523002
689	0.1859140138
690	0.1858517165
691	0.185808699
692	0.18576783
693	0.1857161121
694	0.1856716621
695	0.1856455705
696	0.1855918791
697	0.1855450906
698	0.1854846657
699	0.1854484869
700	0.1853942309
701	0.1853524909
702	0.1853118059
703	0.1852760686
704	0.1852498956
705	0.1852080214
706	0.1851733249
707	0.1851372587
708	0.1850810528
709	0.1850228461
710	0.1849910022
711	0.1849194216
712	0.1848916585
713	0.184812717
714	0.184771911
715	0.184728902
716	0.1846939279
717	0.1846575729
718	0.1846119843
719	0.1845281165
720	0.1844955795
721	0.1844395943
722	0.184407955
723	0.1843916938
724	0.184343485
725	0.1843227169
726	0.1842775732
727	0.1842458101
728	0.1842103112
729	0.1841742476
730	0.1841385813
731	0.1840631784
732	0.1840203927
733	0.1839918846
734	0.183945897
735	0.1838885519
736	0.1838146781
737	0.1837665352
738	0.183722604
739	0.1836698645
740	0.1836270046
741	0.18357129
742	0.1835401577
743	0.1835118555
744	0.1834713122
745	0.1834409969
746	0.1833895215
747	0.1833254088
748	0.1832988967
749	0.1832234314
750	0.1832106369
751	0.1831579961
752	0.183111403
753	0.1830506904
754	0.1830166987
755	0.1829492831
756	0.1829133564
757	0.1828701798
758	0.1828368515
759	0.1827871711
760	0.1827365698
761	0.1826923478
762	0.1826660635
763	0.1826468076
764	0.1826050401
765	0.1825607211
766	0.1825244148
767	0.182476964
768	0.1824502934
769	0.1824214143
770	0.1823946964
771	0.1823537727
772	0.182329233
773	0.182272315
774	0.1822472958
775	0.1822223369
776	0.1821926167
777	0.1821511564
778	0.1821247178
779	0.1820756968
780	0.1820350925
781	0.1820126373
782	0.1819896385
783	0.181942666
784	0.1818863496
785	0.1818518888
786	0.1818240042
787	0.1817885041
788	0.1817622192
789	0.1817381923
790	0.1816946873
791	0.1816743708
792	0.1816271102
793	0.1816002272
794	0.1815810668
795	0.1815549943
796	0.1815097118
797	0.1814420693
798	0.1814066492
799	0.1813742681
800	0.1813377041
801	0.1812969063
802	0.1812600509
803	0.1812304566
804	0.1812072573
805	0.1811881957
806	0.1811503776
807	0.1811270995
808	0.18110076
809	0.1810717687
810	0.1810305134
811	0.1809801237
812	0.1809251253
813	0.1808878888
814	0.1808736875
815	0.180849168
816	0.1808259231
817	0.180797569
818	0.1807638607
819	0.180739601
820	0.1807252839
821	0.1806704366
822	0.1806417253
823	0.1806168137
824	0.1805839426
825	0.1805395042
826	0.1805049753
827	0.1804697542
828	0.1804395163
829	0.1803881518
830	0.1803667577
831	0.1803457107
832	0.1803177612
833	0.1802841569
834	0.1802555844
835	0.1802253984
836	0.1802000024
837	0.1801485893
838	0.1801145233
839	0.1800854549
840	0.1800431314
841	0.1800127295
842	0.1799814077
843	0.179961903
844	0.1799361939
845	0.1799099571
846	0.1798845941
847	0.1798682426
848	0.1798450577
849	0.1798157083
850	0.1797689421
851	0.1797364322
852	0.1797004284
853	0.179667344
854	0.1796331522
855	0.1796028961
856	0.1795744893
857	0.1795512257
858	0.1795124445
859	0.1794483998
860	0.1794116924
861	0.1793762009
862	0.1793485764
863	0.1792967228
864	0.1792771555
865	0.1792481903
866	0.1792230312
867	0.1791968029
868	0.1791544272
869	0.1791182532
870	0.1791006225
871	0.1790580257
872	0.1790266961
873	0.1790102942
874	0.1789846134
875	0.1789671208
876	0.1789434476
877	0.1789184594
878	0.1788776869
879	0.1788462325
880	0.1788265385
881	0.1787975552
882	0.1787625492
883	0.1787331835
884	0.1787195477
885	0.1786991482
886	0.178682809
887	0.1786469262
888	0.1786278538
889	0.1786020278
890	0.1785770975
891	0.1785419926
892	0.1785204537
893	0.1784989064
894	0.1784615207
895	0.1784394145
896	0.1784067894
897	0.1783832182
898	0.1783628489
899	0.1783365419
900	0.1783021816
901	0.1782909637
902	0.1782673541
903	0.1782048885
904	0.1781792023
905	0.1781446662
906	0.1781217802
907	0.1780929415
908	0.1780756853
909	0.1780568095
910	0.178024125
911	0.1780004854
912	0.1779795485
913	0.1779578855
914	0.1779375549
915	0.1779112128
916	0.1778925733
917	0.1778591705
918	0.1778359821
919	0.1778081718
920	0.1777867023
921	0.1777524314
922	0.1777001327
923	0.1776825773
924	0.1776613971
925	0.1776469256
926	0.1776275922
927	0.1776102329
928	0.1775703363
929	0.1775525477
930	0.1775210423
931	0.1774992754
932	0.1774736142
933	0.1774601092
934	0.177449382
935	0.1774343153
936	0.1773818616
937	0.1773590693
938	0.177336004
939	0.1773082616
940	0.1772925724
941	0.1772787125
942	0.177251564
943	0.1772243372
944	0.1772026353
945	0.1771803429
946	0.1771391345
947	0.1771217231
948	0.1771058254
949	0.1770878261
950	0.1770704678
951	0.1770398354
952	0.1770271565
953	0.1770022961
954	0.1769773154
955	0.1769579314
956	0.1769371851
957	0.1769236167
958	0.1769072371
959	0.1768601578
960	0.1768390304
961	0.1768142861
962	0.1767896366
963	0.1767348345
964	0.1767117432
965	0.1766749464
966	0.1766564977
967	0.1766430534
968	0.1766253735
969	0.1765948063
970	0.1765737961
971	0.1765538134
972	0.1765332973
973	0.1765084109
974	0.1764938807
975	0.1764607747
976	0.1764408315
977	0.1764174726
978	0.1763878122
979	0.1763663613
980	0.1763279507
981	0.1763099254
982	0.1762876036
983	0.1762750158
984	0.1762511135
985	0.1762379547
986	0.1762168631
987	0.176202294
988	0.1761844808
989	0.176168885
990	0.1761374574
991	0.1761158808
992	0.1761000363
993	0.1760849185
994	0.1760586621
995	0.1760462507
996	0.1760301404
997	0.1759798702
998	0.1759586476
999	0.175943747
